id.case,responsemode,mergeid,q1,q1a,q1b,q1bb,q1b_dk,q1c,q2,q2a,q2b,q2bb,q2b_dk,q2c,q3,q3a,q3b,q3bb,q3b_dk,q3c,q4a,q4b,q4c,q4d,q4e,q5a,q5b,q5c,q5d,q6,q7,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_8,q8_9,q8b,Q8a,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q9h,q9i,q9j,q9k,q9l,q9m,q9n,q9o,q9p,q9.1,q10,q10a_oth,q10b,q11,q11a,q12,q12aa,q13a2,q13a3,q13ap,q13_sum,q14b,q14b2,q14b3,q14bp,q14_sum,q13_q14_sum,q15_hhold_1,q15_hhold_2,q15_hhold_3,q15_hhold_4,q15_hhold_5,q15_hhold_6,q15_hhold_7,q15_hhold_8,q15_hhold_9,q15_hhold_10,q15_hhold_11,q15_hhold_12,q16,q17,q18,q18_oth,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28a_1,q28a_2,q28a_3,q28a_4,q28a_5,q28a_6,q28a_7,q28a_8,q28a_9,q28a_10,q28a_oth,q28b,q29,q30_1,q30_2,q30_3,q30_4,q30_oth,q31_1,q31_2,q31_3,q31_4,q31_5,q32_1,q32_2,q32_3,q32_4,q32_5,q32_6,q32_7,q32_8,q32_9,q33,q33a,q33dk,q34,mins_activ_bkdwn,mins_any_bkdwn,activity_level,mins_total_activ,mins_total_any,lsoa_name,location,weight,inactive1,inactive2,walk10minsbr,cycle10minsbr,sports10minsbr,dayswalk_rbr,dayscycle_rbr,dayssport_rbr,ns_sec,ns_sec_summ,dep_children,no_dep_children,receive_oow_ben,low_income_fam,workage_ndc_bens,original_area_code,postcode_clean,postcode_lsoa21cd,postcode_lsoa21nm,postcode_ward24nm,postcode_lad24nm,postcode_lookup_status,area_interest_code,area_assignment_source,area_interest_name,broad_area_name,area_classification_changed,area_correction_reason,area_uncertainty_reason,area_classification_uncertain,area_validation_note
0f3f5ea5-bd67-46ad-8a20-0cdb59a23d4b,2.0,8838.0,1.0,7.0,1,,,1.0,1.0,1.0,1,,,1.0,1.0,4.0,1,,,1.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,7.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,1.0,1.0,5.0,2.0,1.0,EX5,1.0,Female,1.0,35,,1.0,0.0,0.0,2.0,,2.0,1.0,1.0,0.0,,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,,,1.0,1.0,3.0,,,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,EX1 3LH,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,"4,500.00",,EX5 7FJ,8.0,8.0,3.0,720.0,720.0,21.0,2.0,0.40276,,,1.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,,3.0,3.0,2.0,21.0,EX5 7FJ,E01034625,East Devon 022B,Cranbrook,East Devon,matched,21.0,authoritative_non_exeter_postcode,Cranbrook,Cranbrook,False,,,False,
0f4ef33a-0c2b-4fc2-b477-22317176022d,2.0,7305.0,2.0,,,,,,2.0,,,,,,2.0,,,,,,2.0,3.0,3.0,2.0,2.0,6.0,7.0,6.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,,2.0,Male,1.0,68,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,"1,600.00",,EX4 8ER,1.0,1.0,1.0,0.0,0.0,18.0,1.0,0.741132,1.0,1.0,2.0,2.0,2.0,8.0,8.0,8.0,10.0,5.0,,1.0,2.0,2.0,2.0,18.0,EX4 8ER,E01020005,Exeter 003E,Pinhoe,Exeter,matched,18.0,authoritative_postcode_consensus,Exeter: Summerway area,Whipton,False,,,False,
0ff27700-c899-4711-ae92-0bcb143202f7,1.0,6733.0,1.0,5.0,,30,,2.0,2.0,,,,,,2.0,,,,,,2.0,4.0,4.0,3.0,4.0,8.0,9.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,,2.0,Male,1.0,20,,1.0,0.0,2.0,2.0,,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,,,1.0,1.0,1.0,,,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,Whipton,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,EX4 7DJ,1.0,6.0,1.0,0.0,150.0,17.0,1.0,3.080834,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,3.0,2.0,,1.0,2.0,2.0,2.0,17.0,EX4 7DJ,E01020000,Exeter 002D,Pennsylvania,Exeter,matched,17.0,authoritative_postcode_consensus,Exeter: Stoke Hill,Mincinglake,False,,,False,
10185192-184f-4a1a-9792-2634cdcc57bb,1.0,7997.0,1.0,7.0,1,,,1.0,2.0,,,,,,2.0,,,,,,2.0,2.0,2.0,2.0,3.0,8.0,9.0,9.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,On line,1.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,2.0,Male,1.0,31,,1.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,2.0,4.0,,,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2.0,EX1 3JF,7.0,7.0,3.0,420.0,420.0,20.0,1.0,3.080834,,,1.0,2.0,2.0,7.0,8.0,8.0,10.0,5.0,1.0,,2.0,2.0,2.0,20.0,EX1 3JF,E01020037,Exeter 007C,Mincinglake and Whipton,Exeter,matched,20.0,authoritative_postcode_consensus,"Exeter: Whipton, Hillyfield Road area",Whipton,False,,,False,
1022ea6f-cf00-4ee4-8196-5d02e2446e0f,1.0,2147.0,1.0,6.0,1,,,2.0,2.0,,,,,,2.0,,,,,,1.0,1.0,2.0,1.0,2.0,10.0,10.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Internet,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,,1.0,Female,1.0,,2.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,2.0,,2.0,,,,1.0,3.0,4.0,,,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,6.0,Dk,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,EX1 1EE,1.0,7.0,1.0,0.0,360.0,6.0,1.0,1.106103,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,10.0,5.0,,1.0,3.0,2.0,3.0,6.0,EX1 1EE,E01034631,Exeter 008G,St David's,Exeter,matched,6.0,authoritative_postcode_consensus,Exeter: Cathedral and City Centre East,City Centre,False,,,False,
103e6082-7ed9-40c7-8513-8f367f5bf4c4,2.0,2635.0,1.0,3.0,,15,,2.0,2.0,,,,,,2.0,,,,,,2.0,3.0,4.0,2.0,3.0,7.0,8.0,7.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None of the above previous advice given either doesn’t motivate me or Fit in with my working hours.,,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,Catacombs,1.0,Female,1.0,61,,1.0,0.0,0.0,2.0,,2.0,,,,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,,,1.0,1.0,3.0,,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,Aeroplane main mode,9.0,SW England wales Northern Ireland,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,"5,500.00",,EX4 3BL,1.0,3.0,1.0,0.0,45.0,7.0,1.0,0.573038,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,2.0,1.0,,,2.0,2.0,2.0,7.0,EX4 3BL,E01020018,Exeter 008E,St David's,Exeter,matched,7.0,authoritative_postcode_consensus,Exeter: City Centre West,St David's,False,,,False,
103ff58d-d5ca-4efd-a262-d096bbfbaae7,3.0,1897.0,1.0,7.0,,10,1.0,3.0,2.0,,,,,,2.0,,,,,,2.0,4.0,2.0,3.0,3.0,6.0,8.0,9.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Websites,,3.0,3.0,3.0,1.0,2.0,2.0,5.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,,1.0,Female,1.0,40,,1.0,0.0,0.0,1.0,,1.0,0.0,2.0,0.0,,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,1.0,2.0,2.0,,,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,EX2 5AP,0.0,0.0,0.0,1.0,Not enough time to drop children to breakfast club and get to work on time if I don't drive. Earlier starting breakfast club (though extra cost would be challenging),,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,"1,800.00",,EX2 6HN,1.0,4.0,1.0,0.0,70.0,5.0,1.0,0.924037,1.0,2.0,3.0,2.0,2.0,9.0,8.0,8.0,3.0,2.0,1.0,,1.0,1.0,2.0,5.0,EX2 6HN,E01020015,Exeter 013E,Priory,Exeter,matched,5.0,authoritative_postcode_consensus,Exeter: Burnthouse Lane area (Trees),Wonford,False,,,False,
1095f9af-1ded-4369-b5a6-2ae2733bd33f,1.0,6937.0,1.0,7.0,1,,,2.0,2.0,,,,,,1.0,4.0,1,,,2.0,2.0,4.0,2.0,2.0,3.0,9.0,9.0,9.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,"EASTERN FIELDS several times a week.  The park behind us often has feral children, drug users, electric scooters",2.0,Male,1.0,62,,1.0,0.0,0.0,2.0,,2.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,,,1.0,2.0,2.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Ex4 8ed,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2.0,EX4 7ER,1.0,8.0,1.0,0.0,660.0,17.0,1.0,0.741132,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,1.0,1.0,,1.0,2.0,2.0,2.0,17.0,EX4 7ER,E01020000,Exeter 002D,Pennsylvania,Exeter,matched,17.0,authoritative_postcode_consensus,Exeter: Stoke Hill,Mincinglake,False,,,False,
10a60098-477b-46de-abe3-22bf0eb3255c,1.0,1727.0,2.0,,,,,,2.0,,,,,,2.0,,,,,,4.0,4.0,4.0,4.0,4.0,12.0,12.0,12.0,12.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Too  expensive,1.0,Female,1.0,,2.0,1.0,0.0,0.0,1.0,,1.0,2.0,0.0,0.0,,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2.0,EX2 6DS,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.106103,1.0,1.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0,,1.0,1.0,2.0,5.0,EX2 6DS,E01020015,Exeter 013E,Priory,Exeter,matched,5.0,authoritative_postcode_consensus,Exeter: Burnthouse Lane area (Trees),Wonford,False,,,False,
10b11b92-aec7-4989-a3d4-537fe3e75cfb,1.0,3883.0,1.0,5.0,0,25,,2.0,2.0,,,,,,2.0,,,,,,2.0,2.0,3.0,2.0,4.0,12.0,6.0,9.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,Na,1.0,Female,1.0,74,,1.0,0.0,1.0,2.0,,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,,,,2.0,,,1.0,,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.0,Exeter,0.0,0.0,0.0,1.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,EX4 1QA,1.0,5.0,1.0,0.0,125.0,9.0,1.0,0.573038,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,4.0,2.0,,1.0,1.0,2.0,2.0,9.0,EX4 1QA,E01019974,Exeter 012B,St Thomas,Exeter,matched,9.0,authoritative_postcode_consensus,Exeter: Cowick - Barley Farm Road area,St Thomas,False,,,False,
10c23fcf-de49-4e34-8eaa-e6010f0ac88d,2.0,9687.0,1.0,3.0,,10,1.0,1.0,2.0,,,,,,2.0,,,,,,1.0,1.0,3.0,2.0,3.0,8.0,10.0,9.0,7.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Online,,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,,4.0,2.0,2.0,5.0,3.0,2.0,"Woodbury, PSHimure, Bellever, Stover",1.0,Female,1.0,32,,1.0,0.0,0.0,2.0,,2.0,0.0,1.0,1.0,,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,,,1.0,2.0,3.0,,,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Exmouth,0.0,0.0,0.0,1.0,Unable to as have chilcrare in morn!,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2.0,EX5 7HY,3.0,3.0,2.0,30.0,30.0,21.0,2.0,0.681884,,,1.0,2.0,2.0,3.0,8.0,8.0,3.0,2.0,1.0,,2.0,2.0,2.0,21.0,EX5 7HY,E01034623,East Devon 021F,Whimple & Rockbeare,East Devon,matched,21.0,authoritative_non_exeter_postcode,Cranbrook,Cranbrook,False,,,False,
10f3206e-c9ec-4be5-8a51-f8dccafa1bf6,2.0,3674.0,1.0,5.0,,30,,1.0,2.0,,,,,,2.0,,,,,,2.0,2.0,2.0,2.0,3.0,10.0,10.0,10.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,,5.0,5.0,1.0,2.0,4.0,4.0,,1.0,Female,1.0,65,,1.0,0.0,0.0,1.0,,1.0,2.0,0.0,0.0,,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,,,1.0,1.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2.0,EX4 1NG,6.0,6.0,3.0,150.0,150.0,9.0,1.0,0.573038,,,1.0,2.0,2.0,5.0,8.0,8.0,3.0,2.0,1.0,,2.0,2.0,2.0,9.0,EX4 1NG,E01019974,Exeter 012B,St Thomas,Exeter,matched,9.0,authoritative_postcode_consensus,Exeter: Cowick - Barley Farm Road area,St Thomas,False,,,False,
1135ab0c-4e43-4700-a04f-d5bc14a9efe4,1.0,3646.0,1.0,3.0,,15,,1.0,2.0,,,,,,2.0,,,,,,2.0,2.0,1.0,1.0,2.0,10.0,10.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,Male,1.0,81,,1.0,0.0,0.0,2.0,,2.0,,,,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,,,1.0,1.0,1.0,2.0,,,6.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,EX4 1ND,3.0,3.0,2.0,45.0,45.0,9.0,1.0,0.486641,,,1.0,2.0,2.0,3.0,8.0,8.0,5.0,2.0,,,3.0,3.0,2.0,9.0,EX4 1ND,E01019974,Exeter 012B,St Thomas,Exeter,matched,9.0,authoritative_postcode_consensus,Exeter: Cowick - Barley Farm Road area,St Thomas,False,,,False,
117bb688-d39e-487b-8338-6c25728efc4a,2.0,6233.0,1.0,7.0,1,30,,2.0,1.0,1.0,2,,,2.0,2.0,,,,,,1.0,1.0,2.0,1.0,2.0,11.0,11.0,10.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,,2.0,1.0,4.0,1.0,1.0,2.0,,1.0,Female,1.0,68,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,2.0,,8.0,,,1.0,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2.0,EX1 1TG,1.0,8.0,1.0,0.0,750.0,16.0,1.0,0.573038,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,1.0,1.0,,1.0,2.0,2.0,2.0,16.0,EX1 1TG,E01019995,Exeter 008B,Newtown and St Leonard's,Exeter,matched,16.0,authoritative_postcode_consensus,Exeter: Sidwell Street and Clifton Road area,Newtown,False,,,False,
11965aba-f58b-4d10-a314-743083a0b95f,2.0,7288.0,1.0,5.0,1,30,,1.0,1.0,1.0,1,,,1.0,1.0,5.0,1,30,,1.0,4.0,3.0,3.0,2.0,2.0,8.0,8.0,7.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,2.0,2.0,Exhibition fields and parks,1.0,Female,1.0,68,,1.0,0.0,0.0,2.0,,2.0,,,,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,,,1.0,1.0,1.0,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2.0,EX4 8EF,8.0,8.0,3.0,960.0,960.0,18.0,1.0,0.573038,,,1.0,1.0,1.0,5.0,1.0,5.0,3.0,2.0,,,2.0,2.0,2.0,18.0,EX4 8EF,E01020005,Exeter 003E,Pinhoe,Exeter,matched,18.0,authoritative_postcode_consensus,Exeter: Summerway area,Whipton,False,,,False,
11b5c35e-f947-4b42-9fce-e3ada82e723c,1.0,2030.0,2.0,,,,,,2.0,,,,,,2.0,,,,,,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Posters shops,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,Male,1.0,33,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,1.0,1.0,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,EX1 1DR,1.0,1.0,1.0,0.0,0.0,6.0,1.0,3.080834,1.0,1.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,3.0,,1.0,1.0,2.0,1.0,6.0,EX1 1DR,E01034631,Exeter 008G,St David's,Exeter,matched,6.0,authoritative_postcode_consensus,Exeter: Cathedral and City Centre East,City Centre,False,,,False,
11b6b522-e4df-4aaa-8e88-5989f910c1ad,1.0,3546.0,1.0,7.0,,20,,2.0,2.0,,,,,,2.0,,,,,,2.0,4.0,3.0,4.0,4.0,9.0,9.0,9.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Search,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,Golf club playing fields of glasshouse and kane,2.0,Male,1.0,57,,1.0,0.0,0.0,2.0,,2.0,,,,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,,,,1.0,2.0,3.0,,,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,Exetet,0.0,0.0,0.0,1.0,Being forced to,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2.0,EX2 7EE,1.0,5.0,1.0,0.0,140.0,8.0,1.0,0.741132,1.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,3.0,2.0,,,2.0,2.0,2.0,8.0,EX2 7EE,E01020012,Exeter 015B,Topsham,Exeter,matched,8.0,authoritative_postcode_consensus,"Exeter: Countess Wear, Lower Wear",Countess Wear,False,,,False,
1241b414-5fec-4dfc-a71e-361bf90a75c7,2.0,1103.0,1.0,6.0,,45,,1.0,2.0,,,,,,2.0,,,,,,2.0,1.0,3.0,2.0,5.0,8.0,9.0,11.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Google search,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,Female,1.0,74,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,2.0,,8.0,,,1.0,1.0,2.0,1.0,,,7.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,907.00,,EX2 5JQ,6.0,6.0,3.0,270.0,270.0,4.0,1.0,0.573038,,,1.0,2.0,2.0,6.0,8.0,8.0,6.0,3.0,,1.0,1.0,2.0,2.0,4.0,EX2 5JQ,E01020014,Exeter 013D,Priory,Exeter,matched,4.0,authoritative_postcode_consensus,Exeter: Burnthouse Lane area (Rifford Road),Wonford,False,,,False,
1262c368-38dd-42ee-905c-8948c9370a05,3.0,61042.0,1.0,7.0,1,,,1.0,2.0,,,,,,2.0,,,,,,5.0,5.0,3.0,1.0,4.0,1.0,4.0,4.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Westbank,,3.0,3.0,2.0,5.0,5.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,St Lawrence church.,1.0,Female,1.0,70,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,1.0,1.0,8.0,,,1.0,2.0,,,1.0,,6.0,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,I have sold my car,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1.0,EX4 9AG,7.0,7.0,3.0,420.0,420.0,19.0,1.0,0.573038,,,1.0,2.0,2.0,7.0,8.0,8.0,2.0,1.0,,1.0,2.0,2.0,2.0,19.0,EX4 9AG,E01019991,Exeter 002B,Mincinglake and Whipton,Exeter,matched,15.0,reviewed_postcode_override,Exeter: Lancelot Road area,Beacon Heath,True,Merlin Crescent is in the Lancelot Road/Arthurian-streets area,,False,
129e9b78-1322-439a-bc01-daafb7e7373a,2.0,4067.0,1.0,7.0,3,30,,2.0,,,,,,,1.0,1.0,1,,,1.0,2.0,2.0,1.0,1.0,3.0,11.0,11.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sort it out for myself,,3.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,1.0,,2.0,5.0,5.0,2.0,1.0,3.0,"Exwick Village Hall, Pilates Class",1.0,Female,1.0,68,,1.0,0.0,0.0,2.0,,2.0,,,,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,8.0,,,1.0,1.0,1.0,1.0,,,8.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2.0,EX4 1LF,4.0,9.0,2.0,60.0,1530.0,10.0,1.0,0.573038,,,2.0,3.0,1.0,8.0,9.0,1.0,7.0,3.0,,,2.0,2.0,2.0,10.0,EX4 1LF,E01019975,Exeter 010A,St Thomas,Exeter,matched,10.0,authoritative_postcode_consensus,Exeter: Cowick - Newman Road area,St Thomas,False,,,False,
